promoter_name	chr	start	end
NM_001386193.1	7	102789547	102790546
NM_001386207.1	7	102789547	102790546
NM_001386208.1	7	102789547	102790546
NM_001122838.3	7	102789547	102790546
NM_198990.6	7	102789547	102790546
NM_001386191.1	7	102789547	102790546
NM_001386210.1	7	102789547	102790546
NM_001386205.1	7	102789547	102790546
NM_001386204.1	7	102789547	102790546
NM_001386212.1	7	102789547	102790546
NM_001386190.1	7	102789547	102790546
NM_001386194.1	7	102789547	102790546
NM_001386182.1	7	102789547	102790546
NM_001386211.1	7	102789547	102790546
NM_001386213.1	7	102789770	102790769
NM_001386177.1	7	102789770	102790769
NM_001386179.1	7	102789770	102790769
NM_001386176.1	7	102790449	102791448
NR_169879.1	7	102789547	102790546
NR_170077.1	7	102789547	102790546
NR_170070.1	7	102789547	102790546
NR_169878.1	7	102789547	102790546
NR_170073.1	7	102789547	102790546
NR_170075.1	7	102789547	102790546
NR_170072.1	7	102789547	102790546
NR_170071.1	7	102789547	102790546
NR_169877.1	7	102789547	102790546
NR_170076.1	7	102789547	102790546
NR_170069.1	7	102789547	102790546
NR_170074.1	7	102789770	102790769
NR_169880.1	7	102789770	102790769
NR_169882.1	7	102789770	102790769
NR_169881.1	7	102789770	102790769
NM_001386189.1	7	102789547	102790546
NM_002553.4	7	103848462	103849461
NM_181747.4	7	103848462	103849461
NM_001350744.2	7	104909500	104910499
NM_182691.3	7	104909500	104910499
NM_001350739.2	7	104909500	104910499
NM_001350745.2	7	104909500	104910499
NM_001278273.2	7	104939227	104940226
NM_001350743.2	7	105029369	105030368
NM_001350738.2	7	105029369	105030368
NM_001350741.2	7	105029369	105030368
NM_182692.3	7	105029369	105030368
NM_001350742.2	7	105029839	105030838
NM_001350746.2	7	105029839	105030838
NM_001350740.2	7	105029839	105030838
NM_005746.3	7	105925430	105926429
NM_006348.5	7	107204366	107205365
NM_001379513.1	7	107204366	107205365
NM_001379514.1	7	107204366	107205365
NM_181733.4	7	107204366	107205365
NM_001379512.1	7	107204366	107205365
NM_001379511.1	7	107204366	107205365
NM_001379515.1	7	107204366	107205365
NM_001379516.1	7	107204366	107205365
NM_001161520.2	7	107204366	107205365
NM_001371128.1	7	108096881	108097880
NM_001371167.1	7	108096881	108097880
NM_001371132.1	7	108096881	108097880
NM_001371166.1	7	108096881	108097880
NM_001371155.1	7	108096881	108097880
NM_001371165.1	7	108096881	108097880
NM_001371130.1	7	108096881	108097880
NM_001371131.1	7	108096881	108097880
NM_001371163.1	7	108096881	108097880
NM_001371168.1	7	108096881	108097880
NM_001371153.1	7	108096881	108097880
NM_001371126.1	7	108096881	108097880
NM_001371139.1	7	108096881	108097880
NM_001371162.1	7	108096881	108097880
NM_001371171.1	7	108096881	108097880
NM_001371141.1	7	108096881	108097880
NM_001371144.1	7	108096881	108097880
NM_001371133.1	7	108096881	108097880
NM_001371156.1	7	108096881	108097880
NM_001371149.1	7	108096881	108097880
NM_001037132.4	7	108096881	108097880
NM_001193582.2	7	108096881	108097880
NM_001371173.1	7	108096881	108097880
NM_001371169.1	7	108096881	108097880
NM_001371138.1	7	108096881	108097880
NM_001371161.1	7	108096881	108097880
NM_001371159.1	7	108096881	108097880
NM_001371150.1	7	108096881	108097880
NM_001371174.1	7	108096881	108097880
NM_001371127.1	7	108096881	108097880
NM_001371135.1	7	108096881	108097880
NM_001371172.1	7	108096881	108097880
NM_001371145.1	7	108096881	108097880
NM_001371158.1	7	108096881	108097880
NM_001193583.2	7	108096881	108097880
NM_001371129.1	7	108096881	108097880
NM_001371146.1	7	108096881	108097880
NM_001371140.1	7	108096881	108097880
NM_001193584.2	7	108096881	108097880
NM_001371154.1	7	108096881	108097880
NM_001371142.1	7	108096881	108097880
NM_001371147.1	7	108096881	108097880
NM_001371160.1	7	108096881	108097880
NM_001371152.1	7	108096881	108097880
NM_001371136.1	7	108096881	108097880
NM_001371157.1	7	108096881	108097880
NM_005010.5	7	108096881	108097880
NM_001371175.1	7	108096881	108097880
NM_001371134.1	7	108096881	108097880
NM_001371137.1	7	108096881	108097880
NM_001371143.1	7	108096881	108097880
NM_001371125.1	7	108096881	108097880
NM_001371170.1	7	108096881	108097880
NM_001371148.1	7	108096881	108097880
NM_001371164.1	7	108096881	108097880
NM_001371151.1	7	108096881	108097880
NM_001371123.1	7	108097165	108098164
NM_001371119.1	7	108097165	108098164
NM_001371124.1	7	108097165	108098164
NM_001371122.1	7	108097165	108098164
NR_163871.1	7	108096881	108097880
NR_163868.1	7	108096881	108097880
NR_163869.1	7	108096881	108097880
NR_163867.1	7	108096881	108097880
NR_163870.1	7	108096881	108097880
NM_032549.4	7	111202549	111203548
NM_001350960.2	7	111202549	111203548
NM_001350959.2	7	111202549	111203548
NM_001350961.2	7	111202549	111203548
NM_001244606.2	7	111202549	111203548
NM_001350963.2	7	111202549	111203548
NM_001350962.2	7	111202549	111203548
NM_001350964.3	7	111202549	111203548
NR_033766.2	7	113725382	113726381
NM_001172766.3	7	114053870	114054869
NM_014491.4	7	114053870	114054869
NM_148900.4	7	114053870	114054869
NM_148898.4	7	114053870	114054869
NR_033767.2	7	114053870	114054869
NM_001324401.3	7	116311250	116312249
NM_001324402.2	7	116311250	116312249
NM_000245.4	7	116311250	116312249
NM_001127500.3	7	116311250	116312249
NR_131960.1	7	119547430	119548429
NR_131962.1	7	119547430	119548429
NR_131961.1	7	119547430	119548429
NR_131963.1	7	119547430	119548429
NM_001206839.2	7	121512215	121513214
NM_001206838.2	7	121512215	121513214
NM_001369395.1	7	121512215	121513214
NM_002851.3	7	121512215	121513214
NM_001369396.1	7	121512215	121513214
NR_125719.1	7	124568927	124569926
NR_125718.1	7	124568927	124569926
NM_001371086.1	7	126892310	126893309
NM_001371084.1	7	126892310	126893309
NM_001127323.1	7	126892429	126893428
NM_001371083.1	7	126892996	126893995
NM_001371085.1	7	126892996	126893995
NM_000845.3	7	126892996	126893995
NM_001371087.1	7	126892996	126893995
NR_028041.1	7	126883570	126884569
NR_163849.1	7	126892996	126893995
NR_163850.1	7	126892996	126893995
NM_001371088.1	7	126892310	126893309
NM_001130720.3	7	128863871	128864870
NM_001393387.1	7	128863871	128864870
NM_015328.4	7	128863871	128864870
NR_171671.1	7	128863871	128864870
NM_001868.4	7	130019335	130020334
NM_001145354.2	7	130793853	130794852
NM_013255.5	7	131011635	131012634
NM_001321316.2	7	131011635	131012634
NM_020911.2	7	132261230	132262229
NM_001393897.1	7	132261230	132262229
NM_001105543.2	7	132261230	132262229
NM_021807.4	7	132936834	132937833
NM_015135.3	7	135241665	135242664
NM_001329434.2	7	135241665	135242664
NM_001321709.2	7	137531079	137532078
NM_001321710.2	7	137531587	137532586
NM_001388092.1	7	137531721	137532720
NM_001321708.2	7	137531721	137532720
NM_004717.3	7	137531611	137532610
NM_130841.3	7	138458681	138459680
NM_020632.3	7	138482942	138483941
NM_130840.3	7	138482942	138483941
NM_022740.5	7	139477798	139478797
NM_001113239.3	7	139477798	139478797
NM_001378474.1	7	140624730	140625729
NM_001378472.1	7	140624069	140625068
NM_001378467.1	7	140624730	140625729
NM_001374258.1	7	140624730	140625729
NM_001354609.2	7	140624730	140625729
NM_001378468.1	7	140624730	140625729
NM_001378471.1	7	140624730	140625729
NM_001378475.1	7	140624730	140625729
NM_001378470.1	7	140624730	140625729
NM_001378473.1	7	140624069	140625068
NM_001374244.1	7	140624730	140625729
NM_004333.6	7	140624730	140625729
NM_001378469.1	7	140624730	140625729
NM_012369.3	7	143650937	143651936
NM_014141.6	7	145812893	145813892
NM_003575.4	7	148891638	148892637
NM_001303481.3	7	148891638	148892637
NM_001351028.2	7	150020635	150021634
NR_147012.2	7	150020635	150021634
NR_147013.2	7	150020635	150021634
NM_001164459.2	7	150000153	150001152
NM_001164458.2	7	150020635	150021634
NM_170606.3	7	152133089	152134088
NM_001364498.2	7	153444218	153445217
NM_001364497.2	7	153444218	153445217
NM_001364499.2	7	153444218	153445217
NM_001364500.2	7	153444218	153445217
NM_001364501.2	7	153583127	153584126
NR_157195.2	7	153583127	153584126
NM_001039350.3	7	153583419	153584418
NM_001290253.2	7	153748483	153749482
NM_130797.4	7	153748483	153749482
NM_001364502.2	7	154001244	154002243
NM_001290252.2	7	154001244	154002243
NM_001936.5	7	154001244	154002243
NR_157196.2	7	154001244	154002243
NR_147174.1	7	155173771	155174770
NR_038232.1	7	156238283	156239282
NR_110157.1	7	157257925	157258924
NM_002847.5	7	158380516	158381515
NM_130843.4	7	158380516	158381515
NM_001308267.2	7	158380516	158381515
NM_130842.4	7	158380516	158381515
NM_020223.4	7	191571	192570
NM_001164759.1	7	767314	768313
NM_002735.3	7	752142	753141
NM_001164762.2	7	752578	753577
NM_001164761.2	7	752779	753778
NM_001164760.2	7	766919	767918
NM_001164758.2	7	767300	768299
NM_017802.4	7	765336	766335
NR_075098.2	7	765336	766335
NM_015949.3	7	915191	916190
NM_002360.4	7	1569338	1570337
NR_149036.1	7	1574517	1575516
NM_001304525.2	7	1980208	1981207
NM_001287502.2	7	2597613	2598612
NM_001287500.2	7	2597613	2598612
NM_001287499.2	7	2597613	2598612
NM_001287501.2	7	2597613	2598612
NM_001410865.1	7	2597613	2598612
NM_152558.5	7	2597613	2598612
NM_133463.4	7	2718156	2719155
NM_001384742.1	7	2718156	2719155
NM_001284355.4	7	2726836	2727835
NM_001384739.1	7	2726836	2727835
NM_001384743.1	7	2726836	2727835
NM_001384741.1	7	2726836	2727835
NM_001384740.1	7	2726836	2727835
NM_001321766.2	7	2726836	2727835
NM_007353.3	7	2883943	2884942
NM_001293092.2	7	2883943	2884942
NM_001324281.3	7	3083502	3084501
NM_032415.7	7	3083502	3084501
NM_018059.5	7	4923348	4924347
NR_072989.2	7	4998819	4999818
NM_001100600.2	7	4998819	4999818
NM_001270375.2	7	4998819	4999818
NM_198403.4	7	4998819	4999818
NM_001204513.3	7	5084491	5085490
NR_015343.2	7	5110691	5111690
NM_001080495.3	7	5463466	5464465
NM_001363441.2	7	5553441	5554440
NM_003088.4	7	5631447	5632446
NM_001377156.1	7	5821295	5822294
NM_207111.4	7	5821295	5822294
NM_207116.3	7	5821295	5822294
NM_001406877.1	7	6048681	6049680
NM_001406875.1	7	6048681	6049680
NM_001406882.1	7	6048681	6049680
NM_001322005.2	7	6048681	6049680
NM_001406894.1	7	6048681	6049680
NM_001322009.2	7	6048681	6049680
NM_001406897.1	7	6048681	6049680
NM_001406898.1	7	6048681	6049680
NM_001406893.1	7	6048681	6049680
NM_001406866.1	7	6048681	6049680
NM_001406899.1	7	6048681	6049680
NM_001406891.1	7	6048681	6049680
NM_001406868.1	7	6048681	6049680
NM_001406878.1	7	6048681	6049680
NM_001322014.2	7	6048681	6049680
NM_000535.7	7	6048681	6049680
NM_001406871.1	7	6048681	6049680
NM_001406872.1	7	6048681	6049680
NM_001406870.1	7	6048681	6049680
NM_001322006.2	7	6048681	6049680
NM_001406912.1	7	6048681	6049680
NM_001406873.1	7	6048681	6049680
NM_001406869.1	7	6048681	6049680
NM_001322011.2	7	6048681	6049680
NM_001406874.1	7	6048681	6049680
NM_001406884.1	7	6048681	6049680
NM_001406886.1	7	6048681	6049680
NM_001406890.1	7	6048681	6049680
NM_001406880.1	7	6048681	6049680
NM_001406888.1	7	6048681	6049680
NM_001406892.1	7	6048681	6049680
NM_001406907.1	7	6048681	6049680
NM_001406909.1	7	6048681	6049680
NM_001406900.1	7	6048681	6049680
NM_001406876.1	7	6048681	6049680
NM_001322007.2	7	6048681	6049680
NM_001406903.1	7	6048681	6049680
NM_001406901.1	7	6048681	6049680
NM_001406885.1	7	6048681	6049680
NM_001406896.1	7	6048681	6049680
NM_001322015.2	7	6048681	6049680
NM_001406887.1	7	6048681	6049680
NM_001322003.2	7	6048681	6049680
NM_001406908.1	7	6048681	6049680
NM_001406910.1	7	6048681	6049680
NM_001406906.1	7	6048681	6049680
NM_001406905.1	7	6048681	6049680
NM_001322012.2	7	6048681	6049680
NM_001322013.2	7	6048681	6049680
NM_001406889.1	7	6048681	6049680
NM_001406904.1	7	6048681	6049680
NM_001406883.1	7	6048681	6049680
NM_001406902.1	7	6048681	6049680
NM_001406879.1	7	6048681	6049680
NM_001322004.2	7	6048681	6049680
NM_001322010.2	7	6048681	6049680
NM_001406911.1	7	6048681	6049680
NM_001406895.1	7	6048681	6049680
NM_001406881.1	7	6048681	6049680
NM_001322008.2	7	6048681	6049680
NR_136154.1	7	6048738	6049737
NM_001365764.1	7	6143580	6144579
NM_001389650.1	7	6143580	6144579
NM_032172.3	7	6143580	6144579
NM_006908.5	7	6413158	6414157
NM_018890.4	7	6413158	6414157
NM_001394781.1	7	6570845	6571844
NM_001388403.1	7	6576515	6577514
NM_001145118.2	7	6591093	6592092
NM_001278559.2	7	6675949	6676948
NM_001099697.2	7	6792734	6793733
NM_001037763.3	7	7575505	7576504
NR_110084.1	7	7605697	7606696
NM_002947.5	7	7758239	7759238
NM_001302349.2	7	7679383	7680382
NM_001302348.2	7	7679383	7680382
NM_001302350.2	7	7679383	7680382
NR_110018.1	7	8008384	8009383
NM_138426.4	7	8007427	8008426
NM_001350820.2	7	8301798	8302797
NM_001350829.2	7	8301798	8302797
NM_001350824.2	7	8301798	8302797
NM_022307.3	7	8301798	8302797
NM_001350825.2	7	8301798	8302797
NM_001350837.2	7	8301798	8302797
NM_001350827.2	7	8301798	8302797
NM_001136020.3	7	8301798	8302797
NM_001350832.2	7	8301798	8302797
NM_001350838.2	7	8301798	8302797
NM_001350836.2	7	8301798	8302797
NM_001350828.2	7	8301798	8302797
NM_001350830.2	7	8301798	8302797
NM_001350823.2	7	8301798	8302797
NM_001350834.2	7	8301798	8302797
NM_001350819.2	7	8301798	8302797
NM_001350833.2	7	8301798	8302797
NM_001350821.2	7	8301798	8302797
NM_001350835.2	7	8302186	8303185
NM_001350826.2	7	8302186	8303185
NM_004968.4	7	8302186	8303185
NM_001350831.2	7	8302186	8303185
NM_001276478.2	7	8302186	8303185
NR_146929.2	7	8301798	8302797
NR_146927.2	7	8301798	8302797
NR_146926.2	7	8301798	8302797
NR_146928.2	7	8301798	8302797
NM_152745.3	7	8472239	8473238
NR_187872.1	7	9660435	9661434
NR_147499.1	7	10819572	10820571
NM_014660.4	7	11012499	11013498
NM_001007157.2	7	11012499	11013498
NR_033435.2	7	11012499	11013498
NR_033436.2	7	11012499	11013498
NM_001163150.2	7	14026038	14027037
NM_001163152.2	7	14026038	14027037
NM_001163151.2	7	14026038	14027037
NM_004956.5	7	14029292	14030291
NM_001163147.2	7	14029292	14030291
NM_001370556.1	7	14029292	14030291
NM_001370555.1	7	14030332	14031331
NM_001163149.2	7	14030875	14031874
NM_001163148.2	7	14031051	14032050
NR_120445.1	7	14030328	14031327
NM_001004320.2	7	15601641	15602640
NM_001101426.4	7	16461164	16462163
NM_001368197.1	7	16461164	16462163
NM_001101417.4	7	16461164	16462163
NR_160656.1	7	16461164	16462163
NR_038946.1	7	16249111	16250110
NR_038947.1	7	16249111	16250110
NM_020319.3	7	16685380	16686379
NM_176813.5	7	16921608	16922607
NR_110015.1	7	17413541	17414540
NR_110014.1	7	17413541	17414540
NR_110013.1	7	17598534	17599533
NM_001350866.2	7	17980118	17981117
NM_001350867.2	7	17980118	17981117
NM_001350864.2	7	17980118	17981117
NM_001350862.2	7	17980118	17981117
NM_015132.5	7	17980118	17981117
NM_001350863.2	7	17980118	17981117
NR_146933.2	7	17980118	17981117
NR_146932.2	7	17980118	17981117
NM_001350868.2	7	17980118	17981117
NM_001350870.2	7	17980118	17981117
NM_001321870.2	7	18125448	18126447
NM_001321871.2	7	18125448	18126447
NM_001321873.2	7	18125448	18126447
NM_001321872.2	7	18125448	18126447
NM_001321869.2	7	18125448	18126447
NM_001204144.3	7	18125448	18126447
NM_001321896.2	7	18329072	18330071
NM_001204146.2	7	18534333	18535332
NM_001321888.2	7	18534372	18535371
NM_001204145.3	7	18534372	18535371
NM_014707.4	7	18534372	18535371
NM_001321901.2	7	18534372	18535371
NM_001321895.2	7	18534372	18535371
NM_001321902.2	7	18534372	18535371
NM_001321898.2	7	18534372	18535371
NM_001321887.2	7	18534372	18535371
NM_001321893.2	7	18534372	18535371
NM_001321894.2	7	18534372	18535371
NM_001321899.2	7	18534372	18535371
NM_001321890.2	7	18534372	18535371
NM_001321891.2	7	18534372	18535371
NM_001321900.2	7	18534372	18535371
NM_001321878.2	7	18534372	18535371
NM_001321875.2	7	18534372	18535371
NM_001321879.2	7	18534372	18535371
NM_001321884.2	7	18534372	18535371
NM_001321876.2	7	18534372	18535371
NM_001321874.2	7	18534372	18535371
NM_001321885.2	7	18534372	18535371
NM_001321886.2	7	18534372	18535371
NM_001321889.2	7	18534372	18535371
NM_001204147.3	7	18547893	18548892
NM_001204148.3	7	18547893	18548892
NM_152774.3	7	19812405	19813404
NM_001366625.1	7	19813241	19814240
NM_001366626.1	7	19813241	19814240
NM_001363562.2	7	19813241	19814240
NM_001366627.1	7	19813241	19814240
NM_001366628.1	7	19813241	19814240
NR_110114.1	7	20180050	20181049
NM_182762.4	7	20257008	20258007
NR_046756.1	7	20180539	20181538
NM_002214.3	7	20369523	20370522
NM_001163941.2	7	20654290	20655289
NM_178559.6	7	20685953	20686952
NM_001326542.2	7	21466701	21467700
NM_001326543.2	7	21466701	21467700
NM_003112.5	7	21466701	21467700
NM_001277115.2	7	21581657	21582656
NM_012294.5	7	22396774	22397773
NM_001031710.3	7	23144404	23145403
NR_033328.2	7	23144404	23145403
NM_018846.5	7	23145280	23146279
NM_006547.3	7	23510111	23511110
NM_001127365.3	7	23718818	23719817
NM_001300932.2	7	23718818	23719817
NM_001127364.3	7	23718818	23719817
NM_199136.5	7	23718818	23719817
NM_001260505.2	7	23748838	23749837
NM_031414.5	7	23748838	23749837
NM_032944.4	7	23748838	23749837
NM_001260504.2	7	23748838	23749837
NR_048542.2	7	23748838	23749837
NM_001303037.2	7	24612071	24613070
NM_016447.4	7	24612071	24613070
NM_001127453.2	7	24797084	24798083
NM_004403.3	7	24797559	24798558
NM_001127454.2	7	24797559	24798558
NM_145321.2	7	24932241	24933240
NM_145320.2	7	24932241	24933240
NM_145322.2	7	24932241	24933240
NR_104111.1	7	24932241	24933240
NR_104112.1	7	24932241	24933240
NM_015550.4	7	25019798	25020797
NR_157829.1	7	25702761	25703760
NR_157818.1	7	25702761	25703760
NR_157815.1	7	25790653	25791652
NR_157814.1	7	25790653	25791652
NR_157809.1	7	25815820	25816819
NR_157810.1	7	25815820	25816819
NR_157808.1	7	25829740	25830739
NM_013322.3	7	26330482	26331481
NM_001362753.1	7	26330498	26331497
NM_001362754.1	7	26330498	26331497
NM_001318198.1	7	26330515	26331514
NM_001199835.1	7	26330515	26331514
NM_001318199.3	7	26331651	26332650
NR_148503.1	7	26437189	26438188
NR_148504.1	7	26437189	26438188
NR_148500.1	7	26437189	26438188
NR_148502.1	7	26437189	26438188
NR_148501.1	7	26437189	26438188
NR_148499.1	7	26437189	26438188
NM_001303468.2	7	26897343	26898342
NM_003930.5	7	26904210	26905209
NM_152740.4	7	27702503	27703502
NM_001430749.1	7	27702503	27703502
NR_122123.1	7	27654593	27655592
NR_122122.1	7	27654593	27655592
NM_001206901.1	7	27777992	27778991
NM_001206902.2	7	27778781	27779780
NM_001362795.2	7	27778781	27779780
NM_001079864.3	7	27778781	27779780
NM_001362794.2	7	27778781	27779780
NM_006024.7	7	27778781	27779780
NM_175061.4	7	28220415	28221414
NM_182899.5	7	28337940	28338939
NM_182898.4	7	28451137	28452136
NM_004904.4	7	28474234	28475233
NM_001011666.3	7	28724750	28725749
NM_001371267.1	7	29229674	29230673
NM_001371263.1	7	29229674	29230673
NM_001371262.1	7	29229674	29230673
NM_001371257.1	7	29234884	29235883
NM_001371255.1	7	29234884	29235883
NM_001371260.1	7	29234884	29235883
NM_001371264.1	7	29234884	29235883
NM_001371261.1	7	29234884	29235883
NM_001371265.1	7	29234884	29235883
NM_001371266.1	7	29234884	29235883
NM_001371256.1	7	29234884	29235883
NM_001371258.1	7	29234884	29235883
NM_001371268.1	7	29234884	29235883
NM_019029.3	7	29186154	29187153
NM_001348052.1	7	29235068	29236067
NM_001348054.1	7	29235068	29236067
NM_031311.5	7	29186154	29187153
NR_158194.1	7	29723770	29724769
NM_001391973.1	7	29845124	29846123
NM_001080529.3	7	29845124	29846123
NM_001145513.1	7	30029735	30030734
NM_001145514.1	7	30029906	30030905
NM_014766.5	7	30029418	30030417
NM_001145515.2	7	30029418	30030417
NM_001197027.2	7	30067028	30068027
NM_001350975.2	7	30067028	30068027
NM_001350974.2	7	30067028	30068027
NM_001350973.2	7	30067028	30068027
NM_001363474.1	7	30083701	30084700
NM_024051.4	7	30544446	30545445
NM_001199815.2	7	30544446	30545445
NM_001199816.2	7	30544446	30545445
NM_001199817.2	7	30544446	30545445
NR_037669.2	7	30544446	30545445
NM_001316772.1	7	30633351	30634350
NM_002047.4	7	30633494	30634493
NR_037598.1	7	30790751	30791750
NM_001257967.3	7	31552704	31553703
NR_047565.3	7	31556195	31557194
NM_001257968.3	7	31568371	31569370
NM_194300.5	7	31583610	31584609
NM_001191057.4	7	32110020	32111019
NM_001322055.2	7	32110641	32111640
NM_001191059.4	7	32110641	32111640
NM_001191058.4	7	32338941	32339940
NM_001191056.3	7	32110475	32111474
NM_001322057.2	7	32110641	32111640
NM_001322056.2	7	32110641	32111640
NM_005020.5	7	32111049	32112048
NM_001322058.2	7	32338941	32339940
NM_001322059.2	7	32467837	32468836
NR_036680.1	7	32758781	32759780
NR_003502.2	7	32766562	32767561
NM_007270.5	7	32996052	32997051
NM_001284341.2	7	32996052	32997051
NM_001284343.2	7	33018069	33019068
NM_133468.5	7	33943527	33944526
NM_001410872.1	7	33944151	33945150
NM_001365308.1	7	33944151	33945150
NM_001300934.2	7	34696830	34697829
NM_207172.2	7	34696830	34697829
NM_001300935.2	7	34696830	34697829
NM_001300933.2	7	34696830	34697829
NM_207173.2	7	34696830	34697829
NR_015356.2	7	34873944	34874943
NM_001366673.1	7	35077098	35078097
NM_015283.2	7	35077654	35078653
NR_002833.3	7	35225788	35226787
NM_001077653.2	7	35293712	35294711
NR_038864.1	7	35352466	35353465
NM_001242956.1	7	35839596	35840595
NM_001011553.4	7	35839667	35840666
NM_001788.6	7	35839667	35840666
NM_001375299.1	7	35839829	35840828
NM_001363715.2	7	35839829	35840828
NR_187894.1	7	36039961	36040960
NR_187893.1	7	36039961	36040960
NM_030636.3	7	36191863	36192862
NM_001284302.3	7	36428471	36429470
NM_001284301.3	7	36428471	36429470
NM_018685.5	7	36428471	36429470
NM_001039459.3	7	37024684	37025683
NM_130442.4	7	37025739	37026738
NM_001206482.2	7	37393245	37394244
NM_014800.11	7	37488468	37489467
NM_001206480.2	7	37488930	37489929
NR_038120.2	7	37025739	37026738
NR_040085.1	7	38380178	38381177
NM_001635.4	7	38670974	38671973
NM_139316.3	7	38670974	38671973
NM_001370959.1	7	39016509	39017508
NM_001166018.2	7	39016509	39017508
NM_007252.4	7	39016509	39017508
NM_005402.4	7	39662171	39663170
NM_003718.5	7	39988855	39989854
NM_031267.3	7	39988959	39989958
NR_110832.1	7	41140202	41141201
NR_027118.2	7	41732517	41733516
NM_000168.6	7	42276809	42277808
NR_110833.1	7	42746047	42747046
NM_001287059.2	7	43151246	43152245
NM_015052.5	7	43151246	43152245
NM_004760.3	7	43621707	43622706
NM_001204871.2	7	43946196	43947195
NM_001220.5	7	44365194	44366193
NM_172078.3	7	44365194	44366193
NM_001293170.2	7	44365194	44366193
NM_172082.3	7	44365194	44366193
NM_172079.3	7	44365194	44366193
NM_172081.3	7	44365194	44366193
NM_172083.3	7	44365194	44366193
NM_172080.3	7	44365194	44366193
NM_172084.3	7	44365194	44366193
NM_015332.4	7	44530258	44531257
NM_013389.3	7	44580930	44581929
NM_001101648.2	7	44580930	44581929
NM_001003941.3	7	44645226	44646225
NM_002541.4	7	44645226	44646225
NM_001165036.2	7	44645226	44646225
NM_001363523.2	7	44645226	44646225
NM_005856.3	7	45196390	45197389
NM_021116.4	7	45612967	45613966
NR_187745.1	7	45979048	45980047
NR_187744.1	7	45979048	45980047
NM_001410877.1	7	47577071	47578070
NM_022748.12	7	47621710	47622709
NM_001410878.1	7	47622185	47623184
NM_138295.5	7	47988064	47989063
NR_161268.1	7	47833889	47834888
NR_161269.1	7	47833889	47834888
NM_198570.5	7	49812234	49813233
NR_136188.1	7	49813929	49814928
NM_007009.3	7	50132843	50133842
NM_001159878.2	7	50132843	50133842
NM_001291839.2	7	50342660	50343659
NM_001410879.1	7	50342660	50343659
NM_001220765.3	7	50343312	50344311
NM_006060.6	7	50343312	50344311
NM_001291838.2	7	50347296	50348295
NM_001291837.2	7	50347296	50348295
NM_001291840.1	7	50357644	50358643
NM_001291844.1	7	50357644	50358643
NM_001291843.1	7	50357644	50358643
NM_001291842.1	7	50357644	50358643
NM_001291841.1	7	50357644	50358643
NM_001220770.2	7	50357644	50358643
NM_001220767.2	7	50357644	50358643
NM_001220771.2	7	50357644	50358643
NM_001220768.2	7	50357644	50358643
NM_000790.4	7	50628769	50629768
NM_001242887.2	7	50628769	50629768
NM_001242889.2	7	50628769	50629768
NM_001242886.2	7	50628769	50629768
NM_001242888.2	7	50628769	50629768
NM_001082971.2	7	50633103	50634102
NM_001242890.2	7	50628769	50629768
NM_001001550.3	7	50772999	50773998
NM_001001549.3	7	50800051	50801050
NM_001350814.2	7	50850594	50851593
NM_001371009.1	7	50850594	50851593
NM_001350815.2	7	50860572	50861571
NM_001001555.3	7	50861151	50862150
NM_001371008.1	7	50861151	50862150
NM_001350816.3	7	50860572	50861571
NR_038371.1	7	53879625	53880624
NM_201283.2	7	55085710	55086709
NM_201282.2	7	55085710	55086709
NM_201284.2	7	55085710	55086709
NM_001346897.2	7	55085710	55086709
NM_001346898.2	7	55085710	55086709
NM_001346941.2	7	55085710	55086709
NM_001346899.2	7	55085710	55086709
NM_005228.5	7	55085710	55086709
NM_001346900.2	7	55176532	55177531
NR_110426.1	7	55323329	55324328
NM_018697.4	7	55432030	55433029
NM_001366796.2	7	55954149	55955148
NM_182633.3	7	55954149	55955148
NM_001370518.1	7	56119138	56120137
NM_001370508.1	7	56119138	56120137
NM_001370505.1	7	56119138	56120137
NM_001370522.1	7	56119138	56120137
NM_001370520.1	7	56119138	56120137
NM_001370517.1	7	56119138	56120137
NM_001370515.1	7	56119138	56120137
NM_001370521.1	7	56119138	56120137
NM_001370507.1	7	56119138	56120137
NM_001370519.1	7	56119138	56120137
NM_001370503.1	7	56119138	56120137
NM_001370512.1	7	56119138	56120137
NM_001370506.1	7	56119138	56120137
NM_004577.4	7	56119138	56120137
NM_001370516.1	7	56119138	56120137
NM_001370511.1	7	56119138	56120137
NM_001370504.1	7	56119138	56120137
NM_001370510.1	7	56119138	56120137
NM_001370509.1	7	56119138	56120137
NM_001370514.1	7	56119138	56120137
NM_001370513.1	7	56119138	56120137
NR_029420.1	7	56516069	56517068
NM_153363.3	7	63687852	63688851
NR_169738.1	7	64336981	64337980
NM_001385649.1	7	64341891	64342890
NM_001385643.1	7	64341891	64342890
NM_001385645.1	7	64341891	64342890
NM_001388021.1	7	64341891	64342890
NM_001385644.1	7	64341891	64342890
NR_169744.1	7	64341891	64342890
NR_169741.1	7	64341891	64342890
NR_169743.1	7	64341891	64342890
NR_169746.1	7	64341891	64342890
NR_169745.1	7	64341891	64342890
NR_169742.1	7	64341891	64342890
NR_146905.1	7	64600408	64601407
NR_146906.1	7	64600408	64601407
NR_038378.4	7	65235798	65236797
NR_027392.2	7	65111767	65112766
NM_001284342.3	7	65337061	65338060
NM_173517.6	7	65337061	65338060
NM_003596.4	7	65669321	65670320
NM_001367722.1	7	66118554	66119553
NM_001367728.1	7	66118554	66119553
